CRID,Gender,Race
1046709,M,White/Hispanic
1046710,M,Black
1046711,F,Black
1046712,M,Black/Hispanic
1046715,M,Black
1046716,F,Unknown
1046718,M,Black
1046719,M,Black
1046721,X,Unknown
1046722,F,Black
1046723,M,White/Hispanic
1046724,F,Black
1046725,F,Black
1046726,F,Black
1046727,F,Black
1046728,F,White/Hispanic
1046731,M,White
1046733,F,Hispanic
1046734,F,Black
1046735,F,White
1046737,M,Black
1046740,F,Black
1046741,M,Black
1046742,M,Black
1046745,F,Black
1046746,F,Black
1046750,M,White
1046751,X,Unknown
1046755,F,White
1046756,F,Black
1046757,F,Black
1046758,F,Black
1046760,M,Black
1046761,M,Black
1046762,F,Black
1046763,M,Black
1046764,F,White
1046765,M,Black
1046766,F,Black
1046767,F,White/Hispanic
1046768,M,White/Hispanic
1046769,M,Black
1046770,F,White/Hispanic
1046771,F,Black
1046772,M,Black
1046774,F,Black
1046776,M,White/Hispanic
1046777,F,Black
1046778,F,White/Hispanic
1046780,M,White/Hispanic
1046784,M,White
1046785,F,Black
1046786,M,Black
1046787,M,Black
1046788,F,Black
1046793,M,White
1046794,M,White
1046795,M,Black
1046796,F,Black
1046801,M,Unknown
1046802,F,Unknown
1046805,F,Black
1046809,M,Black
1046810,M,White
1046811,M,Black
1046813,M,Black
1046814,M,White
1046815,M,Black
1046816,F,Black
1046817,F,Black
1046819,F,Asian
1046820,M,Black
1046821,M,White
1046823,F,Black
1046825,M,White
1046827,F,Black
1046828,M,Black
1046830,M,White
1046835,M,Black
1046836,F,Black
1046838,M,Black
1046840,F,White
1046842,M,Black
1046845,M,White/Hispanic
1046846,M,White/Hispanic
1046848,F,White/Hispanic
1046851,M,Black
1046852,F,Black
1046854,M,Black
1046860,F,Black
1046862,M,Unknown
1046863,M,Black
1046864,M,Black
1046865,F,Black
1046870,M,White/Hispanic
1046872,F,White
1046873,M,Black
1046875,M,White
1046875,F,White
1046877,M,White
1046880,M,White
1046883,M,Black
1046887,F,Black
1046895,M,White
1046896,M,Black
1046897,M,White
1046899,F,Black
1046900,M,Black
1046901,F,Black
1046903,F,Black
1046904,M,Black
1046905,F,White
1046907,F,Black
1046910,F,Black
1046911,F,Black
1046913,M,Black
1046917,F,White
1046922,F,Black
1046923,M,White
1046925,M,White
1046926,M,Black
1046928,M,Black
1046929,F,White
1046930,M,White
1046930,F,White
1046931,M,Unknown
1046935,F,Black
1046936,M,Black
1046937,M,Black
1046939,M,Black
1046940,F,Black
1046941,F,Black
1046942,M,Black
1046943,M,Black
1046945,F,White
1046945,M,White
1046946,M,Black
1046947,M,White
1046948,M,Black
1046949,F,Black
1046951,F,Black
1046952,F,Black
1046953,F,White
1046954,F,Black
1046957,M,White
1046959,M,Black
1046960,M,White/Hispanic
1046964,M,Black
1046968,F,Black
1046970,F,Black
1046972,F,Unknown
1046977,M,White
1046978,F,Black
1046980,F,Black
1046982,F,Black
1046983,F,Black
1046984,F,Black
1046986,F,Black
1046987,F,Unknown
1046989,M,White
1046990,F,White
1046992,M,Black
1046994,M,Black
1046998,M,Black
1046999,F,Black
1047001,F,Black
1047003,F,Black
1047004,F,Black
1047005,M,Black
1047006,F,Black
1047007,F,Black
1047009,F,Black
1047010,F,Black
1047011,F,White/Hispanic
1047014,M,White
1047016,M,Black
1047017,M,White
1047018,M,Black
1047022,F,Black
1047023,M,Black
1047024,M,Black
1047025,F,Black
1047026,F,Black
1047027,F,Black
1047028,M,White
1047029,M,White
1047030,M,Black
1047031,F,Hispanic
1047033,M,White/Hispanic
1047034,F,White/Hispanic
1047035,M,Black
1047038,M,Black
1047039,M,Black
1047041,M,Black
1047042,F,Unknown
1047044,M,Black
1047045,M,Black
1047046,M,White/Hispanic
1047047,M,White
1047048,F,Black
1047050,F,Unknown
1047052,M,White
1047053,M,White
1047059,M,Black
1047062,M,White/Hispanic
1047063,M,Black
1047064,F,Black
1047065,F,Black
1047066,F,White/Hispanic
1047067,M,White
1047069,M,Black
1047070,M,White/Hispanic
1047071,F,Black
1047072,F,Black
1047073,M,Black
1047074,F,Black
1047075,F,Unknown
1047077,M,Black
1047079,F,Black
1047083,M,Black
1047084,F,Black
1047086,F,Black
1047087,M,Black
1047088,F,Black
1047089,M,Black
1047092,F,Black
1047093,M,Black
1047095,M,White
1047096,F,White
1047097,M,White
1047098,F,Black
1047099,M,Black
1047100,F,Black
1047101,F,Black
1047103,F,White/Hispanic
1047104,M,White/Hispanic
1047105,M,Black
1047106,M,White
1047108,M,Black
1047109,F,White
1047110,F,White
1047112,M,Black
1047113,M,Black
1047114,F,Black
1047116,M,White/Hispanic
1047117,M,Black
1047118,M,White
1047120,F,Black
1047122,M,Black
1047123,M,Black
1047124,M,White
1047125,M,Black
1047128,M,Black
1047129,F,White/Hispanic
1047130,F,White/Hispanic
1047131,F,Asian
1047133,M,Black
1047134,M,Black
1047139,F,White
1047141,F,White
1047148,M,White
1047151,F,White/Hispanic
1047152,M,White
1047153,M,White
1047154,M,White/Hispanic
1047156,M,Black
1047157,M,Black
1047158,M,Black
1047159,M,Black
1047160,F,White/Hispanic
1047161,F,White
1047162,M,White
1047163,F,Black
1047164,M,Black
1047165,F,Unknown
1047168,M,Black
1047169,F,Black
1047173,F,White/Hispanic
1047174,M,White
1047177,M,Black
1047179,F,Black
1047180,F,White
1047181,F,Black
1047183,M,White
1047188,F,Black
1047189,M,Black
1047190,M,Black
1047193,M,Black
1047194,M,Black
1047197,F,White
1047199,M,White
1047201,M,White
1047205,M,White
1047207,M,White/Hispanic
1047208,M,Black
1047209,M,Black
1047211,M,White/Hispanic
1047216,M,Black
1047217,M,Black
1047219,M,Black
1047220,F,Black
1047221,F,Black
1047222,M,White
1047223,F,White/Hispanic
1047227,M,White/Hispanic
1047229,M,Black
1047232,M,Black
1047233,M,Black
1047235,M,White
1047236,F,Black
1047237,M,Black
1047240,M,Black
1047241,M,Black
1047242,M,Black
1047244,F,Black
1047248,M,Black
1047249,F,White/Hispanic
1047251,F,Black
1047253,F,Black
1047255,F,White/Hispanic
1047256,F,Black
1047260,M,Black
1047262,M,Black
1047263,F,Black
1047264,F,Black
1047265,F,Black
1047266,F,Black
1047267,M,Black
1047268,F,Black
1047271,M,Black
1047273,F,White
1047275,F,Black
1047276,M,Black
1047277,M,Black
1047279,F,Black
1047281,F,White
1047283,M,Black
1047288,M,White/Hispanic
1047289,M,Black
1047290,F,White/Hispanic
1047291,F,Black
1047292,M,Black
1047293,M,Black
1047295,F,Unknown
1047297,F,Black
1047298,F,White
1047299,F,White
1047300,M,White/Hispanic
1047302,M,Black
1047303,F,Black
1047303,M,White
1047304,F,Black
1047305,M,Black
1047306,M,Black
1047307,M,Black
1047308,M,Black
1047309,M,Black
1047313,M,White/Hispanic
1047316,M,White
1047317,M,White/Hispanic
1047319,F,White
1047320,M,Black
1047325,M,Black
1047327,F,Black
1047328,M,White/Hispanic
1047331,M,Black
1047332,F,White/Hispanic
1047334,M,Black
1047336,M,Black
1047338,M,Black
1047339,F,Black
1047340,M,White/Hispanic
1047341,M,White
1047343,M,White
1047344,F,Black
1047352,F,Black
1047353,F,Black
1047354,F,Black
1047355,F,Black
1047356,F,Black
1047358,F,Black
1047359,M,Black
1047363,F,Black
1047369,F,Black
1047373,M,Black
1047374,M,Black
1047375,F,Unknown
1047377,M,Black
1047380,F,Black
1047381,F,Black
1047387,F,White
1047390,F,White
1047391,F,Black
1047392,F,Black
1047395,F,White
1047396,F,Black/Hispanic
1047399,M,Black
1047400,F,Black
1047402,M,Black
1047405,F,Black
1047407,M,White/Hispanic
1047408,M,Black
1047411,F,White/Hispanic
1047413,M,Black
1047417,F,Black
1047418,F,Black
1047420,F,Black
1047421,F,Black
1047424,M,White/Hispanic
1047425,M,White
1047426,M,White
1047427,M,Black
1047428,M,White
1047431,M,White/Hispanic
1047432,M,White/Hispanic
1047433,M,Black
1047435,M,White/Hispanic
1047436,F,Black
1047437,M,White
1047438,M,Black
1047440,M,White
1047441,M,White
1047442,M,Black
1047445,F,Black
1047446,F,Black
1047448,F,Black
1047449,M,Black
1047450,F,Black
1047451,M,Black
1047453,F,Black
1047454,M,Black
1047455,F,White
1047456,M,Black
1047457,F,Black
1047458,F,Black
1047459,M,Black
1047460,M,Black
1047464,M,White/Hispanic
1047467,M,Black
1047468,M,Black
1047470,M,White
1047471,F,White
1047472,F,White
1047473,M,Black
1047474,M,Black
1047475,M,White/Hispanic
1047476,M,Black
1047477,M,Black
1047480,M,White/Hispanic
1047481,F,White
1047482,M,White
1047484,F,White/Hispanic
1047485,F,Black
1047486,F,Black
1047488,F,White/Hispanic
1047490,M,White/Hispanic
1047490,F,White/Hispanic
1047495,F,Black
1047496,M,White
1047497,M,Black
1047502,F,Black
1047504,M,Black
1047505,M,Black
1047507,F,Black
1047508,F,Black
1047509,F,Black
1047511,F,Black
1047512,M,Black
1047513,F,Black
1047516,F,Black
1047518,M,Black
1047518,F,Hispanic
1047520,M,White
1047522,M,White
1047524,X,Unknown
1047525,F,Black
1047526,F,Black
1047528,F,Black
1047529,M,Black
1047530,M,White/Hispanic
1047531,M,White
1047532,F,Black
1047533,F,Hispanic
1047534,M,Black
1047535,F,Black
1047536,F,Black
1047538,M,Asian
1047540,M,White
1047541,M,Black
1047542,M,Black
1047543,M,White
1047544,M,Black
1047545,M,Black
1047546,F,White
1047547,F,White
1047548,F,Black
1047549,M,Black
1047549,F,Black
1047553,F,Black
1047554,M,Unknown
1047555,F,Unknown
1047556,F,Black
1047557,M,Hispanic
1047558,M,Black
1047560,F,Black
1047561,M,White
1047562,M,Black
1047562,M,White
1047564,F,Black
1047565,M,Black
1047567,M,White
1047568,M,Black
1047569,M,White
1047570,M,Black
1047574,M,White/Hispanic
1047576,M,Black
1047578,F,Black
1047579,M,Black
1047581,M,White
1047583,F,Black
1047584,F,Unknown
1047585,M,White
1047586,F,Black
1047589,M,Black
1047591,F,Black
1047596,M,White/Hispanic
1047597,M,Black
1047599,M,Black
1047600,M,Black
1047601,F,Black
1047602,M,Black
1047603,F,Black
1047604,M,White
1047605,F,White
1047606,F,Black
1047607,F,White
1047608,M,White
1047610,F,Black
1047612,F,Black
1047613,F,White
1047614,M,Black
1047615,F,Black
1047616,M,Black
1047617,F,Black
1047618,F,Black
1047619,F,White
1047621,M,White
1047622,F,Black
1047623,M,Asian
1047624,M,Black
1047625,F,Black
1047626,M,Black
1047628,F,Black
1047629,M,Black
1047630,M,White
1047632,F,Black
1047634,F,Unknown
1047635,F,Black
1047636,M,White
1047637,M,Black
1047639,M,Black
1047641,M,Black
1047642,M,Black
1047643,M,Black
1047644,F,Black
1047647,M,Black
1047648,F,White
1047650,M,Black
1047651,F,Black
1047653,M,Black
1047654,F,Black
1047655,F,Black
1047656,M,Black
1047659,F,Black
1047660,M,White
1047662,F,Black
1047664,M,Unknown
1047665,M,Black
1047669,M,White
1047670,F,Black
1047671,F,Black
1047672,F,Black
1047673,F,White
1047674,M,Black
1047676,F,Black
1047677,M,Black
1047678,M,White/Hispanic
1047679,M,Black
1047680,M,Black
1047681,F,White
1047682,F,Black
1047683,M,Black
1047685,M,Black
1047687,F,Black
1047689,F,Black
1047690,M,White
1047691,M,Black
1047693,F,Black
1047698,F,Black
1047700,F,White
1047701,M,White
1047703,M,White
1047705,F,Black
1047708,F,Black
1047711,M,White
1047712,M,Black
1047713,F,Black
1047714,F,White/Hispanic
1047715,F,Black
1047716,F,Black
1047718,F,Black
1047719,F,White
1047721,M,Black
1047722,M,White
1047723,F,Black
1047725,M,Black
1047726,M,Black
1047727,M,White/Hispanic
1047728,M,Black
1047729,M,Black
1047730,M,Black
1047731,M,White
1047732,F,Black
1047733,M,Black
1047735,M,Black
1047736,F,Black
1047737,F,Black
1047738,M,Black
1047739,M,White
1047743,F,Black
1047744,M,Black
1047745,M,Black
1047746,F,White
1047747,F,Black
1047748,M,Unknown
1047749,F,Black
1047750,M,White
1047751,F,Black
1047752,F,Black
1047753,F,White/Hispanic
1047755,M,Black
1047757,M,Unknown
1047758,M,Black
1047759,F,Unknown
1047760,F,White
1047761,F,Black
1047763,M,White/Hispanic
1047764,M,Black
1047766,M,Black
1047767,F,White
1047768,M,White/Hispanic
1047769,F,White
1047771,M,Black
1047772,M,Black
1047773,F,Black
1047774,M,White/Hispanic
1047776,M,White
1047777,M,Black
1047778,M,Black
1047779,M,Black
1047780,F,White
1047781,F,White/Hispanic
1047782,M,Black
1047783,M,Black
1047784,M,Black
1047787,M,Black
1047789,M,Black
1047790,M,Black
1047791,F,White
1047793,F,Black
1047794,M,White
1047795,M,White
1047796,F,Black
1047797,M,Black
1047799,F,Black
1047800,M,White
1047805,F,Black
1047806,M,White
1047807,M,Black
1047808,F,Black
1047809,M,White
1047813,X,Unknown
1047815,F,Black
1047816,F,Black
1047819,F,White
1047823,M,White
1047824,F,Black
1047825,F,Unknown
1047827,M,Unknown
1047829,F,White/Hispanic
1047830,M,Black
1047831,F,White/Hispanic
1047832,F,Black
1047833,M,Black
1047834,M,Black
1047835,M,White
1047835,F,White
1047837,M,Black
1047838,F,Black
1047839,M,Black
1047840,F,Black
1047842,F,White
1047846,M,Asian
1047847,F,Black
1047848,M,White
1047849,F,Black
1047851,F,White
1047852,F,Black
1047853,M,White/Hispanic
1047855,M,Black
1047858,M,White/Hispanic
1047866,M,Black
1047867,M,White
1047868,F,Black
1047871,M,White
1047872,F,Black
1047873,F,White
1047876,F,Black
1047877,F,Black
1047879,M,White
1047883,M,Black
1047885,M,Black
1047887,F,Black
1047889,M,Black
1047890,M,White/Hispanic
1047895,M,White
1047896,M,Black
1047897,F,Black
1047898,M,Asian
1047901,M,White
1047902,M,Black
1047903,M,Black
1047904,F,White
1047905,M,White
1047907,M,White
1047908,F,Black
1047911,M,Black
1047913,M,Black
1047918,F,White/Hispanic
1047920,F,White
1047920,M,Black
1047922,M,Black
1047924,F,Black
1047924,F,Black
1047925,M,White
1047926,F,Black
1047927,M,Black
1047928,F,Black
1047929,F,Black
1047931,M,White
1047933,F,Black
1047934,M,Black
1047935,F,White
1047936,F,Black
1047938,F,White
1047939,F,Black
1047940,F,Black
1047941,M,Black
1047942,M,Black
1047944,M,Black
1047945,M,Black
1047946,F,Black
1047949,M,Black
1047952,F,Black
1047953,M,Black
1047955,F,Black
1047958,M,White
1047960,F,Black
1047961,M,Black
1047962,M,Unknown
1047963,M,Black
1047964,F,Black
1047965,M,Black
1047967,M,Black
1047971,M,Black
1047973,F,Black
1047976,F,White/Hispanic
1047983,M,White
1047985,M,Black
1047986,F,Black
1047987,F,Black
1047988,F,Black
1047989,F,White
1047990,M,Black
1047993,M,Black
1047995,F,White
1047999,M,Black
1048000,M,Black
1048001,M,White
1048002,F,Black
1048004,M,White
1048007,F,Black
1048010,M,Black
1048016,M,White/Hispanic
1048019,F,Black
1048020,F,Black
1048022,M,Unknown
1048023,F,Black
1048024,M,White
1048025,F,White
1048026,F,Black
1048027,F,Black
1048028,F,Black
1048029,M,Black
1048030,M,Black/Hispanic
1048033,F,Black
1048034,M,Black
1048036,M,White
1048037,F,Black
1048038,M,Black
1048039,M,Black
1048041,F,Black
1048043,F,Black
1048044,F,Black
1048045,F,Black
1048046,M,White
1048047,M,Asian
1048050,M,Black
1048051,M,Black
1048053,F,Black
1048059,M,Black
1048060,M,Black
1048062,M,White
1048064,M,Black
1048065,M,Black
1048066,F,Black
1048067,F,White
1048069,M,Black
1048072,M,Black
1048073,F,Black
1048075,M,Black
1048075,F,Black
1048076,F,White
1048077,M,Black
1048078,M,White/Hispanic
1048079,M,Black
1048083,M,Black
1048085,M,Black
1048088,M,Black
1048089,M,Black
1048090,F,White
1048093,F,White
1048094,M,Black
1048097,F,Black
1048101,F,Black
1048102,M,White
1048105,M,White
1048106,F,White/Hispanic
1048110,M,Black
1048111,M,Black
1048112,F,Black
1048113,M,White
1048114,M,Black
1048115,F,Black
1048118,M,White
1048119,M,White
1048121,F,Black
1048126,F,Black
1048127,M,Black
1048129,M,White
1048130,M,Black
1048131,F,Black
1048132,M,Black
1048134,F,Unknown
1048139,F,Black
1048144,F,Black
1048146,F,Black
1048148,F,White/Hispanic
1048149,F,White/Hispanic
1048152,M,White
1048153,F,Black
1048155,M,White
1048156,F,White
1048157,M,White/Hispanic
1048158,M,Black
1048160,M,Black
1048161,M,White/Hispanic
1048165,F,Black
1048167,F,Black
1048170,M,White
1048171,M,Black
1048172,F,Black
1048173,M,White
1048174,F,White/Hispanic
1048176,F,Black
1048177,F,White/Hispanic
1048178,M,Black
1048179,M,Black
1048180,F,Black
1048182,F,Black
1048185,M,Black
1048187,M,Black
1048188,F,Black
1048189,F,White
1048192,F,White
1048193,M,White
1048195,M,White
1048197,M,White
1048200,M,Black
1048204,F,Black
1048205,M,White
1048210,M,White/Hispanic
1048211,M,Black
1048212,M,Black
1048213,F,White/Hispanic
1048214,F,White/Hispanic
1048217,M,Hispanic
1048218,F,White/Hispanic
1048220,M,Black
1048221,M,Black
1048222,F,White
1048223,F,Black
1048224,M,Black
1048225,F,White
1048228,F,White/Hispanic
1048229,F,Black
1048231,F,White/Hispanic
1048232,M,Black
1048233,F,Unknown
1048234,F,Black
1048235,M,White
1048237,M,White/Hispanic
1048238,M,White
1048240,F,White
1048244,F,Black
1048245,M,Black
1048246,M,White
1048250,F,Black
1048251,F,White/Hispanic
1048252,F,White
1048253,M,White
1048254,M,Black
1048255,F,Black
1048257,F,Black
1048261,M,Black
1048264,F,White/Hispanic
1048265,M,Black
1048267,F,Black
1048268,F,Black
1048272,F,Black
1048273,F,Black
1048274,M,Black
1048277,M,Black
1048278,F,White
1048281,F,Black
1048283,M,White/Hispanic
1048289,M,Black
1048290,M,Hispanic
1048291,M,White/Hispanic
1048292,M,Black
1048293,F,Black
1048294,M,Black
1048295,F,Black
1048296,M,Black
1048297,F,Black
1048301,M,White/Hispanic
1048306,M,Black
1048307,M,Black
1048311,M,Black
1048312,M,Black
1048314,F,Unknown
1048316,M,White/Hispanic
1048318,M,White/Hispanic
1048319,F,White/Hispanic
1048320,M,Black
1048322,F,Black
1048328,M,Black
1048329,M,White
1048330,M,White
1048336,F,Black
1048337,M,Black
1048339,F,Black
1048341,F,White
1048343,M,White
1048344,M,Black
1048346,M,Unknown
1048347,F,Black
1048351,M,Black
1048354,M,Black
1048358,M,White/Hispanic
1048361,M,Black
1048363,M,Black
1048364,F,Black
1048368,F,Black
1048369,M,White
1048370,F,Black
1048371,M,Black
1048376,M,Black/Hispanic
1048379,M,Hispanic
1048383,F,Black
1048386,M,White/Hispanic
1048387,M,Black
1048389,F,Black
1048392,F,Black
1048395,F,Black
1048396,F,Black
1048398,F,Black
1048400,M,Black
1048404,M,White
1048405,M,Black
1048406,F,Black
1048407,F,Black
1048409,M,White/Hispanic
1048411,F,Black
1048414,F,Black
1048415,M,White
1048416,M,Black
1048418,F,White/Hispanic
